producto_id,producto_nombre,categoria,precio_venta,unidades_disponibles
2593,Hue Women's Air Sport 3 Pair Pack No Show Socks,Active,12.489999771118164,2
13918,American Apparel Unisex Wool Blend Fingerless Gloves,Accessories,12.0,2
10755,b.tempt'd by Wacoal Women's Supernatural Hipster,Intimates,12.0,2
25158,Rockport Men's 2-Pair Outlast Light Trekking/Winter Boot Crew Socks - Colors Available,Socks,11.989999771118164,2
142,YogaColors Grey Crystal Boatneck 3/4 Sleeve Longer Length Jersey Tee,Tops & Tees,11.989999771118164,2
11780,Classic Camisole Top with Lace Trime & Adjustable Straps (42 White),Intimates,11.989999771118164,2
24722,Carhartt Men's All Terrain Crew Socks,Socks,11.510000228881836,2
4139,Allegra K Women Deep U Neck Sleeveless Short Romper Jumpsuit Black XS,Jumpsuits & Rompers,11.090000152587892,2
9431,Aerosoles Women's 3-Pairs Bamboo Rayon Crew Socks - Many Cute Patterns,Socks & Hosiery,10.989999771118164,2
3285,Allegra K Lady Tiered Layered Bowknot Decor Shoulder Elastic Waist Dress Black XS,Dresses,10.739999771118164,2
765,A. Byer Juniors Knit Tank Top With Long Tier And Belt,Tops & Tees,10.460000038146973,2
14102,80's - 80's -'Club' - Half frame Clear Lens Wayfarer - Black,Accessories,9.989999771118164,2
9278,LOCOMO Women Ripped Effect Denim Print Fake Jeans Ankle Length Footless Pantyhose Legging Tregging Tight Skinny Slim FFT019 One Size,Socks & Hosiery,9.989999771118164,2
13795,Cashmere Feel Camel Black White and Red Plaid Scarf,Accessories,9.970000267028809,2
16816,Mens String Racer Back Tanktop,Tops & Tees,9.850000381469727,2
4174,Allegra K Woman V Neck Sleeveless Side Slits Button Front Floral Print Orange Romper XS,Jumpsuits & Rompers,9.550000190734863,2
13883,Malco Modes 2 1/2 Inch Wide Elastic Fabric Stretch Cinch Belt with a Metal Clasp,Accessories,9.5,2
10711,Vanity Fair Women's My Favorite Illumination String Bikini Panty,Intimates,9.5,2
10855,Hanes Women's Cotton Stretch Boy Briefs,Intimates,9.350000381469727,2
6934,Allegra K Women Self Tie Knot Elastic Waist Pleated Shorts Khaki XS,Shorts,9.010000228881838,2
11544,Non-Cling Pettipants White-2X,Intimates,8.979999542236328,2
14946,Allegra K Maternity Adjustable Waistband Leopard Print Skinny Leggings S,Maternity,8.970000267028809,2
8974,DANCE Tube SocksT1418multi-co...,Socks & Hosiery,8.649999618530273,2
14320,Warmen Lady's Fingerless Wool Knit Gloves Mittens Winter Hand Warmer,Accessories,8.0,2
346,Allegra K Ladies Scoop Neck Skull Pattern Front Pullover Shirt Light Gray S,Tops & Tees,7.090000152587891,2
15232,Trendy Plaid & Houndstooth Check Soft Square Scarf - Different Colors Available By TrendsBlue,Plus,6.96999979019165,2
5930,AN1225 Women's Solid Color Leggings - Hot Pink,Leggings,6.949999809265137,2
9161,HUE Women's Pindot Sock,Socks & Hosiery,6.5,2
8979,Berkshire Trend Trouser Sock - Queen Sizes 6424,Socks & Hosiery,6.369999885559082,2
5775,Khaki Beige Seamless Capri Leggings Three Quarter Length,Leggings,5.900000095367432,2
12588,Allegra K 5 Pcs Bra White 3x3 Hooks Extenders Soft Extender Strap,Intimates,5.1599998474121085,2
15834,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),Plus,3.400000095367432,2
3121,Robert Rodriguez Women's Lace V-Neck Tiered Dress,Dresses,495.0,3
3978,HALSTON HERITAGE Women's Sleeveless Ponte Pleated Dress,Dresses,357.0,3
8822,Arc'teryx Gamma MX Hooded Softshell Jacket - Women's,Outerwear & Coats,350.0,3
21231,True Religion Men's Ricky Super-T Straight Jean,Jeans,334.0,3
4845,True Religion Women's Billy Straight Leg Jean,Jeans,319.0,3
1425,Autumn Cashmere Women's Color Block Hi Low Raglan,Sweaters,319.0,3
15354,Bali Women's One Smooth U-back Underwire,Plus,316.6000061035156,3
7576,Pendleton The Portland Collection Women's Josephine Blazer,Blazers & Jackets,300.0,3
3727,Plus Size Analisa Lace Column Dress,Dresses,288.0,3
9532,Pure Cashmere Robe for Women,Sleep & Lounge,279.0,3
23906,Arcteryx Beta SL Jacket - Men's,Outerwear & Coats,279.0,3
20235,Calvin Klein Mens Navy Blue Pindot Slim Fit Wool Suit,Suits & Sport Coats,259.989990234375,3
8530,Outdoor Research Women's Virtuoso Jacket,Outerwear & Coats,250.0,3
8474,Genuine leather Trench Coat - Style GFTRM,Outerwear & Coats,242.2899932861328,3
2895,Icebreaker Women's Quantum Hood,Active,229.9900054931641,3
8515,Spiewak Women's Mcelroy Parka,Outerwear & Coats,229.0,3
4424,True Religion Women's Billy Straight Jeans,Jeans,222.0,3
8088,Kasper 3 Piece Eternal City Pant Suit,Suits,215.8000030517578,3
3997,Amanda Uprichard Women's Branston Dress,Dresses,215.6000061035156,3
21602,Diesel - Mens Viker 0888E Denim Jeans,Jeans,214.0,3
14090,Authentic Tom Ford Sunglasses: MIRANDA TF130 available in multiple colors,Accessories,209.94999694824216,3
8368,ANSAI Women's Mobile Warming Softshell Jacket,Outerwear & Coats,199.9900054931641,3
23977,Men's Cashmere Pea Coat,Outerwear & Coats,199.0,3
4216,Hudson Women's Signature Boot,Jeans,198.0,3
21159,7 For All Mankind Men's Austyn Relaxed Straight Leg Jean,Jeans,198.0,3
20990,7 For All Mankind Men's Standard Classic Straight Leg Jean,Jeans,198.0,3
13018,Black Affair Underwire,Swim,193.5,3
5221,G-Star Women's 5620 Ski Mix Skinny,Pants & Capris,190.0,3
13793,Coach Ashley Signature Sateen Checkbook Wallet F48117,Accessories,190.0,3
14934,A Pea in the Pod Collection: Joe's Jeans Cigarette Secret Fit Belly(r) 5 Pocket Skinny Leg Maternity Jeans,Maternity,185.0,3
13522,Miraclesuit Women's Solid Jewel Box Swimsuit,Swim,182.0,3
20567,7 For All Mankind Men's Austyn Relaxed Straight Leg Jean In Driftwood Night,Jeans,178.0,3
4521,7 For All Mankind Women's Straight Leg Jean in Nouveau New York Dark,Jeans,178.0,3
20553,DL1961 Men's Vince,Jeans,178.0,3
4231,Diesel Women's Livier Jegging,Jeans,178.0,3
5308,Hudson Women's Nico Super Skinny Cord,Pants & Capris,176.0,3
7509,BCBGMAXAZRIA Women's Bowie Leopard Tuxedo Jacket,Blazers & Jackets,174.99000549316406,3
13038,Melissa Odabash Women's Valencia V-Neck Halter One Piece Swimsuit,Swim,171.0,3
6001,7 For All Mankind Women's Skinny Savanah Doubleknit Jean,Leggings,170.0,3
4504,PAIGE Women's Hidden Hills Straight,Jeans,169.0,3
4677,James Jeans Women's Petite Bootcut Jeans,Jeans,163.0,3
13030,Magic Suit Women's Goddess One Piece Swimwear,Swim,162.0,3
13897,Ray-Ban Meteor Wayfarer Sunglasses,Accessories,160.0,3
1110,Design History Women's 100% Cashmere Cowl Mitered Sweater,Sweaters,158.39999389648438,3
3183,Suzi Chin Women's Lace Dress,Dresses,158.0,3
4822,Joe's Jeans Women's Tall Rocker Jean,Jeans,158.0,3
3894,Plus Size 3/4 Sleeved Scalloped Boudoir Lace Dress,Dresses,158.0,3
13155,Miracle Suit Must Haves One Piece Surplice,Swim,156.0,3
20782,Diesel Men's Zatiny Micro-Bootcut Slim Jean,Jeans,152.75999450683594,3
7792,Aqua-sea Floral Reversible Jacket,Blazers & Jackets,149.0,3
20514,J.C. Rags Men's Heavy Jersey Blazer Suit,Suits & Sport Coats,149.0,3
4945,Rock Revival Women Jeans Essie T3 Straight Leg Fleur Flsp Pocket Bootcut Jeans,Jeans,148.0,3
13500,Trina Turk Women's Cozumel Zebra Monokini,Swim,148.0,3
8372,AK Anne Klein Women's Xenia Coat,Outerwear & Coats,145.13999938964844,3
13299,Miraclesuit Happy Place Women's Plus Swimsuit 82049W,Swim,145.0,3
8803,Salomon Women's Fast Wing III Jacket,Outerwear & Coats,139.97999572753906,3
20411,J.C. Rags Men's Deconstructed Twill Blazer,Suits & Sport Coats,139.0,3
13399,Shoshanna Women's Trim One Piece Swimwear,Swim,138.75,3
4838,Diesel Women's Livier Jegging in Blue Wash,Jeans,137.9499969482422,3
3316,Jessica Howard Women's 2 Piece 3/4 Sleeve Bolero Jacket Party Dress,Dresses,137.5,3
8744,Anne Klein Women's Wendy Jacket,Outerwear & Coats,137.5,3
27792,Nike Tri Unisuit Male,Swim,135.99000549316406,3
2433,Columbia Women's Mercury Maven II Jacket,Active,132.47999572753906,3
9931,Natori Women's Zen Floral Chemise,Sleep & Lounge,130.0,3
8466,Carhartt 100152 Women's Camden Plaid Wool Jacket,Outerwear & Coats,129.99000549316406,3
23929,Kenneth Cole Men's Plush Peacoat,Outerwear & Coats,129.99000549316406,3
3777,Calvin Klein Women's MSY Printed Seamed Dress,Dresses,129.5,3
3220,Jones New York Women's Sweater Dress,Dresses,129.0,3
3622,D.E.P.T. Women's Sweater Dress,Dresses,129.0,3
3223,Calvin Klein Women's Matte Jersey Career Dress,Dresses,128.0,3
20880,7 For All Mankind Men's Slimmy Slim Straight Leg Jean in Black Out,Jeans,127.98999786376952,3
23435,Robert Graham Men's Martin Short,Shorts,126.0,3
12061,Hanro Women's Pure Affair Chemise,Intimates,125.0,3
996,Sofie Women's 100% Cashmere Long-Sleeve Open-Front Cardigan,Sweaters,125.0,3
19646,Ben Sherman Men's Plectrum Basic V-Neck Sweater,Sweaters,125.0,3
8170,EVAN PICONE Women's 3-Button Striped Jacket/Pants Suit,Suits,124.0,3
11137,Squeem Magical Lingerie Shapewear Firm Compression Short-Vest,Intimates,124.0,3
1414,Pendleton Women's Petite Firelight Fair Isle Sweater,Sweaters,123.61000061035156,3
8150,Suit Studio Blue Oasis 2 Pc Skirt Suit,Suits,122.59999847412108,3
9800,Kashwere Adult Shawl Collared Pink Robe,Sleep & Lounge,120.0,3
8052,N.G.U. Designs 2 piece jacket long skirt spilt up the front with studs,Clothing Sets,120.0,3
8009,Rugby by Ralph Lauren Women Military Blazer Jacket,Blazers & Jackets,119.98999786376952,3
7673,Pendleton Women's Petite Bettina Boiled Blazer,Blazers & Jackets,119.6999969482422,3
7482,DKNYC Women's Sparkel Tweed Long Sleeve Jacket,Blazers & Jackets,119.04000091552734,3
4443,Not Your Daughter's Jeans Women's Plus-Size Marilyn Straight Leg Embellished Jean,Jeans,116.98999786376952,3
14712,NOM Women's Maternity Maternity Ruffle Wrap Dress,Maternity,116.0,3
14533,Satin Piping Maternity/Nursing Pajama Set,Maternity,115.5,3
8450,Columbia Women's Kruser Ridge Soft Shell,Outerwear & Coats,115.0,3
90,Wilt Women's Long Sleeve Back Slant,Tops & Tees,114.40000152587892,3
20687,Diesel Men's Viker Regular Slim Straight Leg 0088Z Jean,Jeans,112.98999786376952,3
2473,Mountain Hardwear Women's Pyxis Jacket,Active,111.98999786376952,3
23672,neff Men's Daily Shell Hood,Outerwear & Coats,110.0,3
5269,Jones New York Women's Plus-Size Skinny Trouser,Pants & Capris,109.0,3
4494,Lucky Brand Women's Sunset Sweet N Flare Jean,Jeans,109.0,3
11474,Merry Modes Mega Full Quinceanera Crinoline Slip 4500,Intimates,109.0,3
1028,Women's Cashmere Cardigan,Sweaters,109.0,3
8355,Tommy Hilfiger Women's Classic Double-Breasted Wool Pea Coat,Outerwear & Coats,105.55999755859376,3
14982,Ripe Maternity Women's Jacob Tunic Dress,Maternity,105.0,3
11260,Marena Support Girdle with Suspenders and Medium Legs (F5 Certified Compression Garment),Intimates,104.27999877929688,3
13698,Ray-Ban ORB3449 Aviator Polarized Sunglasses,Accessories,104.01000213623048,3
4394,Not Your Daughter's Jeans Women's Boot Cut Jean,Jeans,104.0,3
4346,DL1961 Women's Emma Legging Jean,Jeans,103.5,3
19358,Government Style Olive Wool Commando Sweater,Sweaters,100.0,3
7442,Hard Tail Women's Voile Skirt,Skirts,100.0,3
5628,Elie Tahari Black Exposed Stitching Detail Lorenza Pant,Pants & Capris,99.98999786376952,3
24308,Woolrich Men's Altitude Vest,Outerwear & Coats,99.98999786376952,3
7687,Sutton Studio Tweed Cropped Jacket,Blazers & Jackets,99.97000122070312,3
8536,Columbia Women's Shadow and Light Jacket,Outerwear & Coats,99.94999694824217,3
28185,O'Neill Hyperfreak XT2 4-Way Stretch Boardshort - Gray,Swim,99.5,3
3445,London Times Women's Twinkle Mesh Sheath Dress,Dresses,99.0,3
4873,Not Your Daughter's Jeans Women's Petite Cindy Ponte Slim Leg Pant,Jeans,98.0,3
15062,A Pea in the Pod Collection: BCBG Long Sleeve Boat Neck Colorblock Maternity T Shirt,Maternity,98.0,3
22444,Ultimate Khakis / Plain Khaki Cuffed,Pants,98.0,3
14012,RAY BAN 3044 AVIATOR SMALL METAL W3100 GUNMETAL SUNGLASSES SHADES [Apparel],Accessories,97.91000366210936,3
2339,Juicy Couture Velour Zip Bling Hoodie French Press Sweatshirt,Fashion Hoodies & Sweatshirts,96.98999786376952,3
3076,Minus33 100% Merino Wool Base Layer 809 Women's Expedition Weight Bottoms,Active,96.0,3
1748,Fox Womens Juniors Tracker Fur Jacket,Fashion Hoodies & Sweatshirts,94.5,3
20724,Diesel Men's Larkee Relaxed Straight Leg Jean,Jeans,93.9800033569336,3
1055,Sofie Women's Scoop-Neck 100% Cashmere Tunic Sweater,Sweaters,91.0,3
10024,The Cat's Pajamas Blue Polar Bears Women's Cotton Flannel Pajama,Sleep & Lounge,90.0,3
7478,Sutton Studio Velvet Jacket,Blazers & Jackets,89.98999786376953,3
4248,Lucky Brand Women's Sweet N Straight Crop Mid Rise,Jeans,89.5,3
25124,One Pair MarcolianiMen's Italian Cashmere and Silk Over-the-Calf Fancy Argyle Socks,Socks,89.5,3
17444,Original Penguin Men's Zip Stripe Hoodie,Fashion Hoodies & Sweatshirts,89.0,3
34,Vince Camuto Women's Split Neck Colorblock Blouse,Tops & Tees,89.0,3
19241,Merino Wool V-neck Sweater,Sweaters,89.0,3
21451,Denim Pleated Chinos,Jeans,89.0,3
804,Vince Camuto Women's Long Sleeve Colorblock Sweater,Sweaters,89.0,3
3673,Armani Exchange Seamed Mini Dress,Dresses,88.0,3
7255,Three Dots Women's Fold Over Skirt,Skirts,88.0,3
2963,Horny Toad Women's Morningafter Fleece,Active,88.0,3
10206,The Cat's Pajamas Cupcake Women's Cotton Flannel Pajama as seen on 30 Rock,Sleep & Lounge,88.0,3
5695,Miss Me Capris CP1270 Chocolate Brown with Cross with Crystals on Cargo Pockets,Pants & Capris,88.0,3
2303,Mod-O-Doc Women's Sherpa Zip Hoodie,Fashion Hoodies & Sweatshirts,87.88999938964845,3
3346,Anne Klein Women's Two Tone Mixed Media Dolman Dress,Dresses,85.79000091552734,3
8816,Hilary Radley Women's Belted Anorak With Button Out Warmer And Faux Fur Collar,Outerwear & Coats,84.5,3
15631,Barmah 1018 Squashy Roo Kangaroo Leather Hat - Limestone/Hickorysto... Crackle/Hickory Crackle,Plus,84.0,3
18334,Mountain Khakis Men's Teton Twill Pant,Active,82.94999694824217,3
10334,Majestic International Women's Ladies Noel Velour Shawl Robe,Sleep & Lounge,82.5,3
10308,BedHead Pajamas Women's Hawaiian Paisley Lagoon Camisole and Pant Set,Sleep & Lounge,81.72000122070312,3
18376,Carhartt Mens Big Heavyweight Hooded Sweatshirt,Active,79.98999786376953,3
10115,Daisy Appliqued Women's Bathrobe 100% Cotton Terry Cloth Long Turquoise One Size,Sleep & Lounge,79.98999786376953,3
37,Jones New York Women's Embellished Blouse,Tops & Tees,79.98999786376953,3
27174,Deluxe Doctor Who Dalek Adult Bathrobe,Sleep & Lounge,79.98999786376953,3
1079,Eddie Bauer Ruched Cable Cardigan,Sweaters,79.94999694824217,3
1155,Polo Ralph Lauren Women's Lightweight Cotton V-Neck Sweater,Sweaters,79.5,3
6461,Robbi & Nikki Women's Tencel Short,Shorts,79.27999877929686,3
12827,Speedo Women's Snake Bit Splash Back Endurance Swimsuit,Swim,79.2300033569336,3
5033,Liverpool Jeans Company Women's Penny Lane Abby Skinny,Jeans,79.0,3
27870,Stohlquist Men's 1mm Coreheater Longsleeved Shirt,Swim,78.9000015258789,3
1043,Splendid Women's Thermal Long Sleeve Cowl Neck Top,Sweaters,78.0,3
6021,Yummie Tummie Rhiannon Rib Legging - Black - Medium,Leggings,78.0,3
13517,Seafolly Women's La Vita Skirted Pant,Swim,78.0,3
3947,BCBGeneration Women's Low Back Dress,Dresses,78.0,3
6432,Joe's Jeans Women's 10 Inch Bermuda,Shorts,77.5,3
8646,Larry Levine Women's Water Resistant Belted Removable Hood Rain Trench Coat,Outerwear & Coats,76.52999877929686,3
11141,SASSYBAX Convertible Legging,Intimates,76.0,3
1406,Design History Women's Crochet and Fringed Poncho,Sweaters,75.56999969482422,3
17453,Diesel Men's Shadex Shirt,Fashion Hoodies & Sweatshirts,75.55999755859375,3
23800,Carhartt Men's Quick Duck Woodward Vest,Outerwear & Coats,74.98999786376953,3
12331,Le Mystere Womens Isabella All Over Lace Bra Set 2 Piece Memory Form Gift Idea B C or D Cups,Intimates,74.98999786376953,3
17264,Oneill Men's Rooftop Sweater,Fashion Hoodies & Sweatshirts,74.5,3
9912,Eileen West Women's Cascade Ballet Nightgown,Sleep & Lounge,74.0,3
9719,Eileen West Women's Frosted Beauty Ballet Nightgown,Sleep & Lounge,74.0,3
18947,Ugly Christmas Sweater - Santa Suit Men's Holiday Sweater by Skedouche,Sweaters,72.98999786376953,3
24107,Sons of Anarchy Men's Mechanics Top Rocker Jacket,Outerwear & Coats,72.2300033569336,3
24060,Tri-Mountain Men's Big And Tall 3-Season Heavyweight Jacket. 8800,Outerwear & Coats,71.98999786376953,3
12881,Speedo Women's Vortex Super Pro Life Lycra Swimsuit,Swim,71.06999969482422,3
12803,TYR Sport Women's Reversible Solid Diamondback Swim Suit,Swim,70.94999694824219,3
13094,Speedo Women's Speedo Women'S Race Endurance+ Sonic Spliced Y Back Swimsuit,Swim,70.16000366210938,3
17679,Zoo York Men's Ivy Craker Jack Sherpa Fleece,Fashion Hoodies & Sweatshirts,70.0,3
24689,Men's Cashmere Mix Socks Made in Scotland 85% Cashmere,Socks,70.0,3
1915,Life is good. Womens Softwash Zippity - LIG - Tangerine Orange - XXL,Fashion Hoodies & Sweatshirts,70.0,3
8730,Black Faux Leather Bomber Jacket with Removable Knit Hood,Outerwear & Coats,69.98999786376953,3
7655,Mango Women's Digitized Hounds Tooth Print Blazer - Cheaps7,Blazers & Jackets,69.98999786376953,3
20796,Cinch White Label Jeans for Men Relaxed Fit Light Stone,Jeans,69.98999786376953,3
3379,Tiana B Women's Printed To Perfection Dress,Dresses,69.98999786376953,3
19962,Men's 2 Button Prontomoda Elite Gray Wool Rich Jacket,Suits & Sport Coats,69.94999694824219,3
1140,Eddie Bauer Stripe Mockneck Pullover,Sweaters,69.94999694824219,3
20086,Men's Single Breasted 2 Button Brown Sport Coat,Suits & Sport Coats,69.94999694824219,3
26871,White XXL Terry Bathrobe. Full Length 52 Inches Long Rollup Sleeves 2x,Sleep & Lounge,69.94999694824219,3
6589,Corey Lynn Calter Women's Melody Cuffed Short,Shorts,69.80000305175781,3
20859,Quiksilver Men's Sequel Stretch Jean,Jeans,69.5,3
21073,RVCA Men's Daggers Denim Pant,Jeans,69.0,3
17816,Buffalo by David Bitton Men's Nosto Sweater,Fashion Hoodies & Sweatshirts,69.0,3
16697,Original Penguin Men's Polo-Cut,Tops & Tees,69.0,3
21007,Lucky Brand Jeans Men's Style: Straight Leg 165 Mid Rise/Relaxed Fit,Jeans,68.95999908447266,3
2392,Roxy Women's Field Trip Fleece Full Zip Long Sleeve Y474658F-PRT,Fashion Hoodies & Sweatshirts,68.95999908447266,3
19223,Oak Hill Big & Tall Shawl Collar Knit,Sweaters,68.0,3
11364,Wacoal Women's Try a Little Slenderness Light Control Cami #80265,Intimates,68.0,3
13473,Becca by Rebecca Virtue Tangier Tunic,Swim,68.0,3
5012,Democracy Women's Coated Ponte Justice Jegging,Jeans,68.0,3
4813,Democracy Women's Double Button Jean,Jeans,68.0,3
17317,Authentic Pigment 11 oz. Pigment-Dyed Ringspun Cotton Full-Zip Hood - SMOKE - M,Fashion Hoodies & Sweatshirts,66.98999786376953,3
8831,Jack Women's Abi Jacket,Outerwear & Coats,66.98999786376953,3
11821,Eberjey India Cami (C455R),Intimates,66.0,3
12834,Speedo Women's Starting Blocks Fresh Back Endurance Lite Flipturns Swimsuit,Swim,65.98999786376953,3
3872,eloquii Metallic Drop Shoulder Dress,Dresses,65.4000015258789,3
27701,Original Penguin Men's Printed Volley Swim Trunk,Swim,65.0,3
1845,Hurley Juniors Nightfall Sherpa Pullover,Fashion Hoodies & Sweatshirts,65.0,3
28150,Reef Salt Ponds Board Short - Men's,Swim,65.0,3
22611,Polo Ralph Lauren Faded Red Distressed Pant,Pants,64.98999786376953,3
3710,John Zack Sophisticated Lace V-Neck Dress Mini Dress Cocktail Dress,Dresses,64.98999786376953,3
1136,Lauren By Ralph Cream Terisa Fair Isle Long Sleeve Sweater,Sweaters,64.98999786376953,3
17399,Volcom Men's Zeffer Basic Hoodie,Fashion Hoodies & Sweatshirts,64.94999694824219,3
3747,Skelapparel 50's Black and White Polka Dot Party Swing Dress,Dresses,64.94999694824219,3
23473,Fox Men's Slambozo Novelty Short,Shorts,64.5,3
5836,David Lerner Women's Seam Leggings,Leggings,64.30999755859375,3
15640,Le Mystere Women's Energie Sports Bra,Plus,64.0,3
19250,Nautica Men's Sailing Club 1/4 Zip Sweater,Sweaters,63.59999847412109,3
17740,WeSC Men's Icon Zip Hooded Sweatshirt,Fashion Hoodies & Sweatshirts,63.0,3
12029,Frederick's of Hollywood Hollywood Dream Full-Figure Halter Corset Womens,Intimates,62.0,3
15175,Japanese Weekend Women's Maternity Shoulder Tie Top,Maternity,62.0,3
10710,Panache Women's Andorra Full Cup Bra,Intimates,62.0,3
11846,Zimmerli Cotton Deluxe Spaghetti Top,Intimates,61.950000762939446,3
19039,Calvin Klein Sportswear Men's Tipped Cardigan,Sweaters,61.7400016784668,3
14781,NOM Women's Maternity Alexa Dip Dye Tunic Top,Maternity,61.5,3
11863,Wacoal Women's Embrace Lace Chemise - 814191,Intimates,60.0,3
21675,Dockers Men's Never-Iron Essential Khaki Classic Flat Front Pant,Pants,59.9900016784668,3
22218,Dockers Men's Never Iron Essential Khaki D3 Classic Fit Flat Front Pant,Pants,59.9900016784668,3
13338,Coolibar UPF 50+ Women's ZnO Beach Henley Dress,Swim,59.9900016784668,3
21267,Wrangler Men's Xtreme Relaxed Competition Jean,Jeans,59.9900016784668,3
3001,Roxy Juniors Printed Poncho,Active,59.9900016784668,3
23128,Hurley Men's Dry Out Fit Walk Short,Shorts,59.5,3
1321,Hurley Juniors Banjo Sweater,Sweaters,59.5,3
15231,A Pea in the Pod: Convertible Sleeve Pleated Maternity Shirt,Maternity,59.5,3
19106,Volcom Men's Friday Night Sweater,Sweaters,59.5,3
5019,KUT from the Kloth Women's Natalie Bootcut Jean,Jeans,59.18999862670898,3
11112,Flexees Womens Firm Control Minimizer Bodybriefer,Intimates,59.0,3
28172,Throwdown Caged Men's Board Shorts Fight Swim Eagle,Swim,59.0,3
14517,GlamourmomÂ® Nursing Bra Full Bust Slimming Long Top,Maternity,59.0,3
28057,Quiksilver Men's Epoch Amphibian Short,Swim,58.0,3
3353,Patty Women Comfy Black Hoodie Cable Jumper Knit Casual Party Long Maxi Dress,Dresses,57.97999954223633,3
13107,Body Glove Juniors Smoothies Twist Bandeau Top,Swim,57.0,3
13409,Roxy Women's Doubled,Swim,56.0,3
6915,DC Junior's Benefit Short Destoryed Light Age,Shorts,56.0,3
8188,(6239) Waist Detail Pencil Skirt Suit Shadow Stripe Black,Suits,55.9900016784668,3
1430,Kensie Women's Twisted Slub Knit Sweater,Sweaters,55.56999969482422,3
18622,KingSize Big & Tall Fleece Zipper Hoodie,Active,55.4900016784668,3
15635,Fossil Maddox Multifunction,Plus,55.0,3
4445,Wrangler Juniors' Q-Baby Tuff Buck Stretch Boot Cut Jean,Jeans,54.9900016784668,3
5443,Eddie Bauer Curvy Blakely Legend Wash Capris,Pants & Capris,54.950000762939446,3
7433,Matte Jersey A-line Skirt,Skirts,54.0,3
22569,Brixton Men's Toil Slim Fit Pant,Pants,54.0,3
10594,Cleo Women's Juna Balconnet Bra,Intimates,53.0,3
17923,Harley-Davidson Camp Leatherneck Motor Club Crewneck Fleece Mens,Fashion Hoodies & Sweatshirts,52.950000762939446,3
3714,London Times Women's Printed Matte Sheath Dress,Dresses,52.86000061035156,3
25563,Hanes Men's Plaid Woven Boxers with Comfort Flex Waistband (MWCST),Underwear,52.450000762939446,3
27833,Metal Mulisha Men's Hoist,Swim,52.0,3
585,Three Dots Red Women's Scoop Neck Top,Tops & Tees,52.0,3
15026,Mermaid Maternity Lower Panel Board Shorts,Maternity,52.0,3
10819,Felina Women's Lace Appeal Cheeky Hipster,Intimates,52.0,3
1996,Roxy Light Speed Sweater White Womens,Fashion Hoodies & Sweatshirts,51.950000762939446,3
13057,Myan Gold: Skirted Swimwear Bottom (All styles sold as separates; Bottom Only),Swim,51.0,3
21729,Haggar Mens Mitchell Khaki Twill Plain Front Pant,Pants,50.0,3
2693,Moving Comfort Women's Rebound Racer Bra,Active,50.0,3
26256,Ibex Men's Balance Boxer Underwear,Underwear,50.0,3
27188,Arrow Men's Solid Henley & Plaid Flannel Lounge Pants,Sleep & Lounge,50.0,3
3245,Roxy Juniors Fall Doll Tube Dress,Dresses,49.9900016784668,3
24189,Mens Lined Weathered Leather Look Hooded Jacket,Outerwear & Coats,49.9900016784668,3
3600,FUNFASH BLACK 3/4 SLEEVES EMPIRE WAIST COCKTAIL DRESS NEW Plus Size Made in USA,Dresses,49.9900016784668,3
1592,So-So Happy Wink Junior White Hoodie,Fashion Hoodies & Sweatshirts,49.9900016784668,3
8489,UltraClub Women's Iceberg Fleece Full-Zip Jacket. 8481,Outerwear & Coats,49.9900016784668,3
7931,The Trendy Me Elegant Vintage Double Breasted Ruffled Hem Tweed Jacket Blazer Black US Size 0-2 2-4 4-6 6-8,Blazers & Jackets,49.9900016784668,3
22215,Kenneth Cole Men's Mini Check Pattern Five Pocket Pant,Pants,49.9900016784668,3
4319,Levi's Women's Modern Demi Curve Skinny Boot Cut Jean,Jeans,49.9900016784668,3
20685,Riggs Workwear By Wrangler Men's Ripstop Carpenter Jean,Jeans,49.9900016784668,3
7832,2B Hawaiian Punch Blazer,Blazers & Jackets,49.950000762939446,3
26958,Purple Hooded Terry Bathrobe Soft Double Loop Terry Full Length 52 Inches Unisex Design,Sleep & Lounge,49.950000762939446,3
17694,C1RCA Men's Icon Pullover Fleece,Fashion Hoodies & Sweatshirts,49.950000762939446,3
1216,Calvin Klein Jeans Women's Drapy Turtleneck Top,Sweaters,49.5,3
21764,Nautica Men's True Khaki Pleated Front Cuffed Pant,Pants,49.5,3
21793,Calvin Klein Sportswear Men's Beford Corduroy Pant,Pants,49.5,3
26704,American Essentials Men's Velour Drawstring Pant,Sleep & Lounge,49.0,3
25574,Classic Boxer Brief - 6 Pack Value!,Underwear,49.0,3
23260,Woolrich Men's Obstacle Short,Shorts,49.0,3
27455,Speedo Men's Mercury Splice Endurance Plus Jammer Swimsuit,Swim,48.9900016784668,3
28270,Nike Men's Nike 6.0 Skateboarding Board/Walk Shorts Navy Blue 418375-410,Swim,48.970001220703125,3
5422,Dockers Women's Cinched Hem Capri,Pants & Capris,48.0,3
13489,Echo Design Women's Cheetah Butterfly Tunic,Swim,48.0,3
4078,TEAL JUMPSUIT SMOCKED STRAP RAYON - FITS (ONE SIZE) - L XL 1X 2X - T334S LOTUSTRADERS,Jumpsuits & Rompers,47.9900016784668,3
14416,Baby Be Mine Maternity Belly Band 3 Pack in Black White and Creme Brule Available in 4 Sizes,Maternity,47.970001220703125,3
19587,Scotch & Soda Men's Melange Sweater,Sweaters,47.25,3
